date,cases,deaths,recovered,new_cases,new_deaths,new_recovered,active,case_fatality_rate
2022-02-06,395526061,5771244,,2888986,10570,,,1459.13116
2022-07-05,551034230,6366810,,819409,1425,,,1155.429128
2021-01-30,102919533,2313728,,546371,14394,,,2248.094149
2022-10-19,625774574,6575006,,454010,1557,,,1050.69881
2021-06-22,179690923,3911662,,363928,8502,,,2176.88347
2022-02-26,434785608,5973631,,1600884,8763,,,1373.925652
2020-05-26,5597402,383138,2275487,99515,4490,63913,2938777,6844.925557
2020-07-02,10891196,562897,5738359,184837,4795,130387,4589940,5168.367184
2021-12-25,280102401,5428555,,788299,6683,,,1938.060859
2022-02-12,410496812,5840784,,2390498,10782,,,1422.857335
2020-11-28,62412973,1528149,,590296,10406,,,2448.447697
2021-08-04,200747122,4282778,,608731,9298,,,2133.419377
2022-04-10,499127495,6211271,,1062479,3454,,,1244.425735
2022-12-15,650326680,6662992,,566575,1757,,,1024.560764
2021-03-14,120304097,2761552,,425410,8935,,,2295.476271
2021-04-26,148359653,3252504,,825356,13388,,,2192.310331
2022-09-06,605831265,6507309,,565599,2068,,,1074.112443
2020-02-10,42636,1015,3949,3249,84,472,37672,2380.617319
2020-10-16,39383237,1172222,27131601,350365,5301,205076,11079414,2976.449092
2023-01-27,668562551,6751852,,217857,1768,,,1009.905803
2020-07-08,12062821,593040,6575570,196650,5094,160258,4894211,4916.262954
2021-12-31,288713826,5468749,,1327624,6352,,,1894.176346
2020-06-12,7655109,463567,3607856,124303,4598,85923,3583686,6055.655119
2020-07-05,11469728,576780,6162701,190720,4860,148003,4730247,5028.715589
2021-06-02,172177717,3720185,,465455,11421,,,2160.665773
2022-04-30,513430320,6264545,,591219,2522,,,1220.135383
2020-07-28,16749948,708279,9752792,256849,6138,183982,6288877,4228.544471
2021-06-25,180914433,3938902,,368907,8301,,,2177.218221
2021-12-11,270045242,5333145,,618982,7615,,,1974.907967
2022-05-23,525695561,6304220,,537402,1590,,,1199.214996
2022-11-08,632882615,6604869,,343270,1348,,,1043.616753
2020-01-24,944,26,39,129,3,4,879,2754.237288
2020-08-20,22730091,850645,14539906,255279,5978,221380,7339540,3742.373931
2020-12-21,77569298,1783356,,650739,11778,,,2299.048781
2021-07-18,190940358,4119497,,511302,8090,,,2157.47841
2021-11-18,256350067,5162185,,526992,7452,,,2013.724849
2022-06-15,537330558,6338616,,529982,1460,,,1179.649269
2022-10-16,624143653,6569187,,462367,1455,,,1052.512025
2021-10-26,245182962,4993290,,427057,7109,,,2036.556684
2022-07-08,554318447,6374140,,865440,1744,,,1149.905805
2021-10-03,235514895,4831377,,442364,7755,,,2051.410379
2021-01-07,88418628,1983950,,663908,11752,,,2243.814505
2020-06-18,8475781,493758,4142339,135447,4980,87729,3839684,5825.516256
2021-02-22,112103190,2573689,,361066,9884,,,2295.821377
2021-05-16,163251552,3518923,,664113,12636,,,2155.521927
2022-01-20,343326467,5609867,,3182175,7682,,,1633.974523
2020-03-04,94629,3254,51152,1988,68,2966,40223,3438.692156
2022-05-06,516684944,6277788,,514284,2095,,,1215.01276
2022-11-25,639924781,6630845,,417461,1402,,,1036.191314
2020-05-03,3517826,269313,1122371,78148,5877,39884,2126142,7655.665744
2021-03-31,129341338,2934463,,580626,10756,,,2268.774272
2022-03-21,472717197,6128617,,1760757,6942,,,1296.465844
2023-01-10,663589531,6714226,,493435,2330,,,1011.804088
2023-02-16,672161572,6779808,,162057,1114,,,1008.657484
2022-09-23,614145304,6536975,,453026,1531,,,1064.402016
2022-09-29,616845773,6545893,,459690,1532,,,1061.187948
2020-11-05,48813488,1305739,32107063,529720,7769,257068,15400686,2674.955332
2020-11-11,52231801,1356855,33856584,576803,8545,291403,17018362,2597.756489
2021-08-27,215975842,4512841,,656122,10154,,,2089.511937
2021-12-05,266132189,5287250,,625031,8118,,,1986.700677
2021-07-12,187795390,4071016,,447994,8124,,,2167.793363
2020-03-21,304219,13586,91240,21069,1096,2705,199393,4465.861764
2020-10-19,40461486,1186750,27731884,370837,5491,202274,11542852,2933.036122
2021-09-19,229038061,4720069,,541746,8799,,,2060.822983
2022-08-14,589926643,6455440,,818778,2435,,,1094.278429
2022-07-22,568495290,6402796,,1078015,2217,,,1126.270721
2020-09-06,27160719,945611,18134723,271284,5495,218201,8080385,3481.538909
2022-01-17,331744367,5581191,,2908166,7353,,,1682.377021
2022-07-02,548619404,6362703,,774558,1421,,,1159.766307
2020-04-10,1650737,116910,374392,78452,7215,21360,1159435,7082.291122
2020-04-16,2173843,160738,539539,87073,7359,26643,1473566,7394.186241
2020-05-29,5938078,398502,2482584,102701,4496,62245,3056992,6710.959337
2020-09-29,33703419,1073748,23428415,291460,5387,242670,9201256,3185.872626
2021-10-09,238169238,4876459,,423341,7061,,,2047.476425
2022-02-09,403532737,5808266,,2574629,10854,,,1439.354349
2022-03-24,478274959,6144943,,1680155,6475,,,1284.813868
2021-09-13,225823739,4667641,,572966,9098,,,2066.939915
2022-03-01,439045077,5994473,,1556109,8460,,,1365.343404
2022-07-28,574451206,6416091,,998810,2307,,,1116.907917
2020-03-27,599095,29793,130177,46763,2569,6162,439125,4973.000943
2020-12-01,64030050,1557265,,589470,10437,,,2432.084623
2021-08-07,202813297,4312927,,633555,9505,,,2126.550411
2022-04-13,502227010,6221451,,966299,3211,,,1238.772682
2022-12-18,651626050,6667293,,578956,1881,,,1023.177787
2020-08-17,21921951,830772,13886421,258482,6048,229241,7204758,3789.680946
2021-11-21,257781885,5180818,,539574,7247,,,2009.768064
2021-12-28,283355853,5447027,,959769,6581,,,1922.327329
2022-05-20,524513338,6300739,,568276,1562,,,1201.254295
2021-01-27,101200627,2268159,,573494,14730,,,2241.249948
2021-04-23,146117926,3216969,,817277,13014,,,2201.625145
2020-05-23,5322928,371326,2101545,97935,4663,59829,2850057,6975.972623
2020-02-13,60209,1373,6293,4199,105,683,52543,2280.389975
2022-05-26,527435579,6309999,,505910,1561,,,1196.354446
2023-01-30,668979207,6754493,,214846,1705,,,1009.671591
2021-03-11,118994212,2737045,,415071,8982,,,2300.149691
2022-09-03,604334511,6502519,,598232,2166,,,1075.980087
2020-09-15,29623674,998831,20091085,284446,5495,220843,8533758,3371.732352
2021-08-13,206783967,4372280,,647417,9717,,,2114.419248
2022-07-11,556297477,6377811,,924032,1880,,,1146.47491
2020-08-23,23457954,866941,15128068,249831,5820,207473,7462945,3695.722994
2021-07-21,192518257,4156087,,522748,9730,,,2158.80149
2022-06-18,538674633,6342383,,521259,1403,,,1177.405174
2022-08-26,599694189,6486103,,728983,2267,,,1081.568426
2020-10-08,36570277,1128882,25488651,317598,5684,227229,9952744,3086.883919
2021-09-05,221335177,4595804,,622199,9663,,,2076.400174
2022-08-03,580152611,6429580,,973935,2318,,,1108.256669
2021-02-25,113369685,2608611,,376716,9957,,,2300.97755
2021-03-03,115630277,2663708,,386383,9439,,,2303.642324
2022-12-27,656784839,6684297,,553196,1849,,,1017.7301
2021-03-20,123279800,2820542,,477253,9280,,,2287.919026
2023-01-13,665009047,6723899,,406856,2310,,,1011.098876
2023-01-19,666696206,6736019,,303286,2148,,,1010.358082
2020-01-27,2929,82,65,394,11,7,2782,2799.590304
2020-12-24,79596200,1823149,,639623,11706,,,2290.497536
2022-06-24,542880643,6351931,,633485,1450,,,1170.041902
2020-08-06,19098938,765107,11546585,256714,6204,196829,6787246,4006.018555
2021-04-12,137141142,3070932,,692557,12638,,,2239.249255
2021-07-04,184281557,4006911,,384716,7766,,,2174.341841
2021-12-14,271802467,5352402,,618199,7134,,,1969.224952
2022-03-10,453823979,6059498,,1620592,6948,,,1335.208865
2022-11-11,634242189,6610644,,355035,1339,,,1042.290172
2020-03-13,145769,5453,69892,6341,280,2016,70424,3740.850249
2021-02-08,106884740,2423517,,446508,12855,,,2267.411606
2022-05-09,517981753,6281669,,544010,2022,,,1212.720132
2023-02-28,673797010,6790471,,142489,938,,,1007.791798
2021-05-19,165053799,3557786,,624561,12557,,,2155.531119
2022-01-23,352169552,5631020,,3314709,8043,,,1598.951405
2022-01-29,373157794,5691667,,3338789,9396,,,1525.270835
2020-04-22,2642093,203131,708056,80375,7152,28477,1730906,7688.260784
2021-10-15,240679598,4919260,,407220,6800,,,2043.904029
2020-07-31,17589306,728247,10367992,256978,6075,188522,6493067,4140.282738
2022-11-17,636393717,6618613,,375811,1359,,,1040.018596
2020-03-07,105491,3567,58257,2876,89,2638,43667,3381.331109
2021-08-30,217651625,4537460,,653920,9845,,,2084.735182
2023-02-22,673045856,6785698,,157373,1137,,,1008.207381
2020-06-24,9417828,524176,4731204,154979,5105,95709,4162448,5565.784383
2021-05-22,166885040,3595387,,595110,12394,,,2154.409407
2021-11-04,249301732,5059410,,445959,6863,,,2029.432351
2021-06-14,176768741,3841415,,377760,10800,,,2173.130259
2022-10-25,628120429,6583987,,410418,1596,,,1048.204563
2020-10-22,41771990,1206245,28380017,399894,5745,207318,12185728,2887.688616
2022-06-04,531605139,6321982,,467343,1294,,,1189.225148
2020-11-14,54119935,1385636,,583442,8992,301755,,2560.306105
2021-10-12,239311852,4895150,,418152,7023,,,2045.510893
2020-12-10,70569780,1659442,,744112,10993,,,2351.490964
2022-04-16,504342153,6229112,,821646,2797,,,1235.096445
2022-04-22,508833227,6245242,,717951,2532,,,1227.365209
2022-10-05,619258053,6553783,,436541,1451,,,1058.328264
2022-09-12,608645469,6517295,,498113,1746,,,1070.786744
2020-02-22,77974,2460,22883,1315,112,1924,52631,3154.897786
2021-12-17,274054372,5376056,,640656,6964,,,1961.674963
2020-06-01,6274933,409889,2684125,109977,4497,66223,3180919,6532.165363
2020-10-02,34676521,1094791,24070172,292883,5787,225918,9511558,3157.15351
2021-11-24,259737561,5204855,,572736,7271,,,2003.889996
2022-03-27,481997563,6159334,,1593971,6686,,,1277.876585
2021-06-08,174494536,3776449,,400629,9742,,,2164.221922
2021-07-27,195835914,4207538,,553394,8578,,,2148.50173
2022-12-07,645568546,6647645,,515008,1612,,,1029.734959
2020-05-12,4267705,317775,1484039,84920,5345,41606,2465891,7446.039499
2021-01-16,94861541,2111275,,693047,14096,,,2225.638523
2023-02-02,669757626,6761796,,204713,1674,,,1009.588504
2020-07-14,13341498,624495,7382594,213419,5296,135949,5334409,4680.846184
2022-01-06,301040288,5506282,,2004211,6262,,,1829.08475
2022-04-02,491008698,6185149,,1408224,4065,,,1259.682166
2020-03-30,790202,42029,163466,58461,3495,9362,584707,5318.766594
2020-12-04,66057235,1594887,,607403,10893,,,2414.401693
2021-08-10,204545810,4340768,,639882,9784,,,2122.149557
2021-05-02,153254532,3336978,,797695,13724,,,2177.409018
2021-09-22,230591889,4747577,,521637,8507,,,2058.865566
2022-05-29,528610225,6313430,,491449,1542,,,1194.345039
2020-08-26,24211491,885004,15784954,250391,5828,207548,7541533,3655.305656
2022-02-18,422102382,5903891,,1904370,10244,,,1398.686966
2020-04-02,1022239,59906,209393,69572,4813,12567,752940,5860.27338
2021-02-28,114509914,2634388,,383172,9703,,,2300.57635
2022-01-26,363215229,5661125,,3374720,8695,,,1558.614438
2022-12-24,655359689,6680221,,573357,1954,,,1019.321315
2020-03-10,118317,4278,64339,3713,159,2300,49700,3615.710337
2021-02-05,105758108,2394294,,479060,13405,,,2263.934222
2022-01-03,293173753,5482181,,1593470,6113,,,1869.942634
2022-12-01,642638676,6638748,,483282,1437,,,1033.045201
2020-02-16,70883,1772,10859,4396,123,1088,58252,2499.894192
2021-01-13,92661933,2065811,,730449,13825,,,2229.40633
2020-09-12,28827262,983700,19448344,270802,6027,217945,8395218,3412.394837
2021-08-16,208467837,4398329,,652535,9860,,,2109.835773
2020-10-05,35545694,1110710,24785040,303579,6139,228276,9649944,3124.738541
2022-07-31,576945968,6420987,,1033665,2263,,,1112.926921
2020-10-28,44554071,1244042,30066022,466305,6246,272773,13244007,2792.207249
2021-07-01,183137694,3984993,,377273,7901,,,2175.954558
2022-08-23,597244573,6477463,,768977,2307,,,1084.557867
2023-02-08,670766550,6769655,,179841,1509,,,1009.241591
2021-03-23,124645229,2848544,,502866,9835,,,2285.321326
2021-07-24,194243422,4181862,,531896,9853,,,2152.897615
2022-09-15,610519030,6524235,,498519,1773,,,1068.637451
2023-01-16,665641890,6727245,,349616,2191,,,1010.640271
2021-04-09,135147080,3038895,,639283,11638,,,2248.583543
2022-03-07,448382967,6037043,,1562355,7287,,,1346.403286
2020-04-19,2416151,182150,621482,81623,7386,28796,1612519,7538.850014
2021-05-25,168351095,3627379,,564615,11860,,,2154.651266
2021-09-02,219668056,4570730,,634753,9739,,,2080.744048
2023-02-25,673453985,6788802,,144020,966,,,1008.057291
2020-08-03,18272042,743740,10912943,255136,6044,190014,6615359,4070.371555
2022-11-14,634978596,6612959,,362862,1332,,,1041.44597
2020-04-25,2900030,223285,814382,80020,6740,32078,1862363,7699.40311
2020-12-27,81035212,1848257,,573160,10619,,,2280.807262
2021-10-18,241762013,4935568,,412625,6908,,,2041.498554
2022-06-21,540514122,6346317,,557924,1378,,,1174.12603
2020-12-07,67778362,1622413,,623317,11075,,,2393.703465
2022-04-19,506165676,6235228,,711733,2543,,,1231.85516
2022-10-02,617758231,6548615,,446599,1470,,,1060.061149
2020-07-17,14053589,643612,7866606,219037,5564,143439,5543371,4579.698467
2020-12-30,82931542,1888201,,575537,11026,,,2276.818873
2021-11-27,261367229,5225472,,566402,7035,,,1999.283544
2022-05-12,519964465,6287884,,558038,1740,,,1209.2911
2022-09-09,607553939,6514085,,513729,1797,,,1072.182169
2020-06-21,8935947,509242,4421690,144996,5348,93908,4005015,5698.802824
2021-11-01,247855083,5036307,,442658,7248,,,2031.956311
2020-06-04,6651547,426308,2937228,119234,4704,75968,3288011,6409.155645
2020-11-17,55738085,1411586,,590130,9304,338848,,2532.534083
2022-03-30,487173662,6173207,,1525742,4792,,,1267.147114
2020-05-09,4031119,303801,1367198,83633,5532,39602,2360120,7536.393741
2020-10-25,43081018,1223633,28979873,427777,5950,206914,12877512,2840.306606
2022-08-20,595164179,6471393,,813782,2415,,,1087.329048
2020-01-30,8237,172,145,1081,22,16,7920,2088.138886
2020-07-11,12733099,609770,6988330,207083,5258,134980,5134999,4788.857764
2022-01-09,308135499,5522798,,2471449,6620,,,1792.327732
2020-02-19,75034,2125,16114,4282,143,1565,56795,2832.049471
2020-05-15,4543521,334195,1625954,85243,5039,44559,2583372,7355.418848
2022-06-01,530277961,6318072,,478607,1364,,,1191.464188
2023-02-05,670196345,6765393,,196902,1726,,,1009.464323
2021-03-17,121670903,2790262,,452338,9059,,,2293.286177
2021-06-11,175788317,3814344,,386461,10472,,,2169.850685
2022-12-04,643866506,6642338,,496195,1482,,,1031.63279
2021-11-07,250572378,5079253,,453562,7057,,,2027.060221
2022-07-14,559946649,6384957,,947780,1862,,,1140.279527
2022-02-15,415802837,5867933,,2119645,10448,,,1411.229669
2021-01-19,96499009,2147266,,654332,13983,,,2225.168965
2021-09-25,232062409,4771579,,483956,8215,,,2056.16197
2021-04-29,150935798,3299189,,817928,13920,,,2185.822743
2022-10-22,626980710,6579698,,432642,1574,,,1049.425907
2022-05-01,513733038,6265755,,585082,2531,,,1219.651947
2020-10-31,46149219,1265725,30799521,489571,6642,287305,14083973,2742.679134
2021-09-28,233352267,4794271,,470763,8061,,,2054.520859
2020-12-16,74380284,1728005,,757988,11557,,,2323.203014
2022-10-11,622043735,6562168,,480950,1508,,,1054.936756
2020-11-23,59312970,1471668,,596739,10147,,,2481.190876
2021-03-26,126569164,2883474,,541112,10231,,,2278.18049
2022-09-18,611522224,6527683,,477786,1694,,,1067.448204
2021-04-18,141891207,3147607,,766272,12361,,,2218.324212
2021-10-04,235961940,4838617,,437255,7673,,,2050.592142
2023-02-11,671304574,6773826,,171041,1287,,,1009.054051
2021-05-11,159933446,3455733,,747065,13286,,,2160.731908
2021-09-11,224874496,4652816,,569476,9083,,,2069.072342
2022-11-03,631316628,6599310,,322897,1525,,,1045.324914
2023-03-06,674558973,6795904,,130357,898,,,1007.458839
2020-09-21,31378886,1029882,21510680,290821,5367,236113,8838324,3282.085922
2021-05-28,169971873,3665147,,522740,11597,,,2156.325594
2021-08-19,210597830,4431306,,659374,9925,,,2104.155584
2022-04-25,510257771,6250145,,727387,2559,,,1224.899522
2020-07-23,15506965,679225,8820417,241538,6088,161548,6007323,4380.128542
2020-06-07,7025287,438762,3129267,121527,4658,71433,3457258,6245.467267
2023-01-02,659673758,6695732,,506157,1936,,,1015.006572
2020-04-28,3115297,240174,904163,78564,6323,32295,1970960,7709.505707
2021-10-21,243131882,4959953,,415749,6838,,,2040.02575
2022-09-24,614409762,6537811,,448725,1531,,,1064.079936
2020-11-06,49436648,1314896,32382791,537071,7968,260627,15738961,2659.759618
2021-07-13,188321034,4079367,,458725,8132,,,2166.17704
2022-03-16,464437224,6092462,,1783003,5774,,,1311.794509
2020-06-13,7789010,467961,3693536,124961,4633,88439,3627513,6007.965069
2021-02-14,109294914,2496637,,392865,11821,,,2284.31215
2021-12-06,266835921,5294702,,619515,8053,,,1984.253837
2022-08-09,586051680,6444238,,1007083,2534,,,1099.602342
2022-07-23,569145741,6404082,,1091943,2246,,,1125.209509
2023-01-05,661442235,6704556,,478425,2067,,,1013.626836
2020-02-02,16787,364,476,2093,44,59,15947,2168.344552
2020-03-22,338413,15414,97416,24354,1262,3099,225583,4554.789562
2021-08-02,199432451,4261931,,600409,9172,,,2137.029846
2022-12-13,648902991,6657734,,564253,1745,,,1025.998353
2020-02-28,83447,2870,36696,1031,88,2544,43881,3439.308783
2021-12-23,278564337,5418548,,753927,7101,,,1945.169313
2020-09-01,25792341,918145,17067505,265865,5682,215513,7806691,3559.758302
2021-01-02,84939298,1920762,,616745,11512,,,2261.334912
2021-11-30,263099770,5246321,,574295,7139,,,1994.042412
2022-06-27,544356499,6354864,,665474,1468,,,1167.408493
2020-04-11,1726228,123889,400562,78174,7268,22187,1201777,7176.861921
2021-08-22,212390114,4458517,,655231,10001,,,2099.211171
2022-02-04,391659756,5757049,,3009375,10462,,,1469.910787
2021-09-14,226372389,4677545,,557557,9012,,,2066.305445
2020-08-12,20653076,801994,12827112,262970,6239,209872,7023970,3883.169752
2022-06-10,534729364,6331598,,482470,1464,,,1184.07524
2020-07-20,14708885,658985,8290139,226908,5777,149982,5759761,4480.183236
2022-01-12,317864170,5547838,,2784726,7018,,,1745.34865
2022-05-15,521343601,6291483,,578377,1667,,,1206.782434
2020-06-30,10471104,552045,5338103,174958,4766,102978,4580956,5272.080193
2021-03-06,116951763,2692911,,392899,9287,,,2302.582647
2021-11-10,252139846,5102324,,479355,7208,,,2023.608756
2022-07-17,561961380,6389335,,959549,1890,,,1136.97048
2020-02-08,37070,808,2617,3576,78,332,33645,2179.660103
2021-06-20,178983167,3895692,,360525,8893,,,2176.568928
2022-10-31,630080366,6592592,,364837,1540,,,1046.309702
2021-01-28,101815722,2284685,,565834,14624,,,2243.941265
2022-02-24,431857510,5958026,,1676932,9245,,,1379.627739
2022-05-21,524855619,6301815,,554790,1575,,,1200.675914
2020-04-05,1250123,78859,259072,74987,5877,15841,912192,6308.099283
2023-01-25,668042868,6746927,,238739,2069,,,1009.9542
2020-05-18,4804826,346430,1776468,88923,4879,48369,2681928,7210.04257
2021-01-22,98518283,2198362,,616216,14440,,,2231.42541
2020-10-14,38565750,1159800,26721903,336399,5325,207552,10684047,3007.331635
2022-04-08,497871746,6207155,,1103990,3507,,,1246.737749
2022-10-14,623735058,6567876,,466205,1463,,,1052.991317
2020-11-03,47642518,1286455,31547418,515744,7083,249257,14808645,2700.224619
2021-10-01,234855226,4821079,,452430,7857,,,2052.787618
2022-08-29,601125445,6490322,,681294,2252,,,1079.695104
2020-11-26,61110075,1507114,,585109,10415,,,2466.228359
2021-10-24,244304115,4978655,,424264,7094,,,2037.892403
2022-09-21,613008871,6532952,,442892,1608,,,1065.718998
2021-05-31,171230112,3693050,,487479,11233,,,2156.776023
2021-05-08,157961443,3419996,,769567,13334,,,2165.082779
2021-09-08,223107159,4624517,,588232,9294,,,2072.7784
2023-03-03,674336157,6794766,,132472,879,,,1007.622968
2023-03-09,675046183,6799591,,119742,821,,,1007.277898
2021-04-15,139537134,3112472,,734626,12558,,,2230.568961
2020-11-20,57688345,1445970,,593631,9926,,,2506.520165
2022-02-01,382325747,5720319,,3267080,9982,,,1496.189845
2022-10-08,620688039,6558308,,447495,1464,,,1056.61904
2022-12-30,658675364,6692430,,522375,1882,,,1016.04377
2020-03-16,182451,7258,77721,9831,461,2178,97472,3978.054382
2021-01-05,86757887,1954070,,650233,11615,,,2252.325486
2021-02-11,108176226,2465970,,422079,12681,,,2279.585905
2021-12-03,265240192,5274300,,613104,7804,,,1988.499541
2022-03-19,469881128,6109157,,1803239,5468,,,1300.149471
2022-11-23,638835329,6627244,,417324,1522,,,1037.394724
2023-02-14,671713771,6776199,,167640,1205,,,1008.792628
2020-05-01,3367163,258993,1049377,78611,5958,37516,2058793,7691.727428
2021-03-29,128105252,2909624,,566517,10363,,,2271.276122
2020-09-18,30570799,1016199,20791785,290323,5359,223760,8762815,3324.083875
2020-09-24,32295757,1048256,22249602,293080,5412,244126,8997899,3245.800989
2022-04-28,512445394,6260552,,632490,2579,,,1221.701292
2020-06-10,7391452,453686,3442320,125445,4694,82153,3495446,6137.982091
2022-08-06,583697728,6437434,,1042227,2483,,,1102.871177
2022-08-12,588833847,6452962,,902017,2461,,,1095.88843
2021-07-10,186991360,4055246,,433933,7847,,,2168.680949
2022-03-13,458394799,6074359,,1678982,6443,,,1325.136981
2022-02-07,398500107,5782345,,2757716,10664,,,1451.027214
2020-09-04,26658731,936384,17721080,268010,5619,218378,8001267,3512.485272
2021-02-17,110321888,2526908,,369917,10681,,,2290.486544
2022-01-15,326795413,5570168,,2952144,7341,,,1704.481697
2022-06-30,547309186,6360013,,743679,1401,,,1162.051207
2020-08-09,19879427,783064,12117708,259063,6307,203876,6978655,3939.067258
2021-01-25,100038432,2233783,,590307,14591,,,2232.924842
2021-07-07,185575173,4030822,,410433,7760,,,2172.069644
2022-11-20,637405740,6622058,,394560,1465,,,1038.907808
2020-02-05,27644,566,1130,3065,61,143,25948,2047.46057
2021-07-30,197861118,4237529,,587477,9187,,,2141.66838
2022-10-28,629418887,6590100,,374244,1580,,,1047.013386
2020-06-27,9965534,539103,5037574,166331,4922,98389,4388857,5409.674986
2022-02-27,435837699,5978335,,1580672,8669,,,1371.688363
2020-02-25,79719,2710,27899,727,99,1933,49110,3399.440535
2020-08-15,21499051,821360,13442706,264657,6210,214826,7234985,3820.447703
2021-12-20,275878403,5393365,,673241,6952,,,1954.979056
2022-06-07,532914191,6325769,,476361,1378,,,1187.014553
2020-03-19,242252,10205,84507,15660,746,2361,147540,4212.555521
2020-04-08,1477228,101018,327772,76517,6754,19351,1048438,6838.348583
2020-12-13,72462986,1691682,,745629,11154,,,2334.546357
2020-08-29,25042627,902829,16402905,255315,5734,212092,7736893,3605.168899
2022-05-18,523297194,6297303,,569121,1628,,,1203.389407
2021-04-21,144310892,3187787,,799240,12708,,,2208.971863
2021-12-26,280677890,5432387,,801235,6609,,,1935.452415
2021-05-05,155522321,3377626,,779308,13445,,,2171.795006
2021-06-23,180087540,3921008,,364996,8393,,,2177.278894
2022-12-16,651051972,6665691,,576252,1833,,,1023.833931
2023-01-22,667304345,6740983,,268154,2149,,,1010.181194
2020-07-03,11093821,568135,5847783,186385,4816,130926,4677903,5121.184126
2021-03-09,118045689,2716677,,408178,9211,,,2301.377562
2021-11-13,253656572,5125287,,489258,7235,,,2020.561486
2022-07-20,566306078,6397393,,1051702,2069,,,1129.670552
2020-10-11,37575623,1144161,26115263,334459,5786,223905,10316199,3044.955502
2022-02-21,426478576,5925177,,1791737,9698,,,1389.325826
2022-04-05,494261984,6194587,,1239833,3755,,,1253.300315
2020-05-21,5112277,361975,1938500,94950,4763,51331,2811802,7080.504441
2022-09-01,603301957,6498734,,615734,2159,,,1077.194252
2021-06-17,177928590,3871552,,366041,9844,,,2175.902141
2022-12-10,647282450,6653443,,520317,1669,,,1027.904124
